
# Surface 0 of 2 surfaces

# Curve title: "datafile u 1:2:3"

# Contour 0, label:        0
-0.4817  1.27  0 
-0.4815  1.25  0 
-0.4813  1.23  0 
-0.4811  1.21  0 
-0.4809  1.19  0 
-0.4807  1.17  0 
-0.4805  1.15  0 
-0.4803  1.13  0 
-0.4801  1.11  0 
-0.4799  1.09  0 
-0.4797  1.07  0 
-0.4795  1.05  0 
-0.4793  1.03  0 
-0.4791  1.01  0 
-0.4789  0.99  0 
-0.4787  0.97  0 
-0.4785  0.95  0 
-0.4783  0.93  0 
-0.4781  0.91  0 
-0.4779  0.89  0 
-0.4777  0.87  0 
-0.4775  0.85  0 
-0.4773  0.83  0 
-0.4771  0.81  0 
-0.4769  0.79  0 
-0.4767  0.77  0 
-0.4765  0.75  0 
-0.4763  0.73  0 
-0.4761  0.71  0 
-0.4759  0.69  0 
-0.4757  0.67  0 
-0.4755  0.65  0 

